_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
6415,6415,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,01-07-2023 03:00,0.5
6416,6416,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,01-07-2023 13:00,62
6417,6417,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,01-07-2023 14:00,6
6418,6418,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,01-07-2023 15:00,0.5
6419,6419,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,01-07-2023 21:00,1.5
6420,6420,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,01-07-2023 22:00,0.5
6421,6421,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 01:00,0.5
6422,6422,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 02:00,0.5
6423,6423,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 06:00,9
6424,6424,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 07:00,0.5
6425,6425,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 08:00,4.5
6426,6426,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 10:00,3.5
6427,6427,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 11:00,4
6428,6428,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 12:00,0.5
6429,6429,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 18:00,1
6430,6430,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 19:00,1
6431,6431,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 20:00,5
6432,6432,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 21:00,19
6433,6433,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 22:00,8
6434,6434,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,02-07-2023 23:00,3.5
6435,6435,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 00:00,2
6436,6436,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 02:00,0.5
6437,6437,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 03:00,4.5
6438,6438,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 04:00,10.5
6439,6439,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 05:00,13
6440,6440,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 06:00,5
6441,6441,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 07:00,1
6442,6442,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 13:00,0.5
6443,6443,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,03-07-2023 22:00,2.5
6444,6444,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 00:00,3
6445,6445,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 01:00,3
6446,6446,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 02:00,1
6447,6447,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 04:00,5
6448,6448,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 05:00,13.5
6449,6449,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 06:00,2
6450,6450,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 18:00,17.5
6451,6451,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 19:00,34
6452,6452,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 20:00,56.5
6453,6453,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 21:00,21
6454,6454,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 22:00,2.5
6455,6455,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,04-07-2023 23:00,66.5
6456,6456,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 00:00,31.5
6457,6457,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 02:00,0.5
6458,6458,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 12:00,2
6459,6459,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 13:00,1
6460,6460,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 16:00,0.5
6461,6461,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 20:00,3.5
6462,6462,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 21:00,4
6463,6463,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,05-07-2023 22:00,0.5
6464,6464,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 01:00,0.5
6465,6465,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 02:00,0.5
6466,6466,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 11:00,1.5
6467,6467,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 13:00,2.5
6468,6468,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 14:00,1
6469,6469,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 15:00,3.5
6470,6470,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 16:00,14.5
6471,6471,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 17:00,5
6472,6472,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 18:00,3
6473,6473,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 21:00,0.5
6474,6474,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 22:00,3.5
6475,6475,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,06-07-2023 23:00,5.5
6476,6476,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 00:00,9
6477,6477,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 01:00,15
6478,6478,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 02:00,25
6479,6479,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 03:00,29.5
6480,6480,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 04:00,23.5
6481,6481,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 05:00,17.5
6482,6482,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 06:00,6.5
6483,6483,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 07:00,7.5
6484,6484,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 08:00,4.5
6485,6485,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 09:00,5
6486,6486,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 10:00,15
6487,6487,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 11:00,14.5
6488,6488,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 12:00,16.5
6489,6489,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 13:00,12
6490,6490,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 14:00,1
6491,6491,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 15:00,6.5
6492,6492,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 16:00,17.5
6493,6493,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 17:00,11
6494,6494,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 18:00,6
6495,6495,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 19:00,3.5
6496,6496,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 20:00,1
6497,6497,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 21:00,15
6498,6498,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 22:00,1.5
6499,6499,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,07-07-2023 23:00,1.5
6500,6500,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,08-07-2023 01:00,0.5
6501,6501,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,08-07-2023 03:00,5.5
6502,6502,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,08-07-2023 04:00,1.5
6503,6503,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,10-07-2023 00:00,6
6504,6504,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,10-07-2023 01:00,2.5
6505,6505,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,10-07-2023 02:00,4.5
6506,6506,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,10-07-2023 03:00,6.5
6507,6507,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,10-07-2023 06:00,0.5
6508,6508,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 00:00,4
6509,6509,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 01:00,1.5
6510,6510,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 02:00,0.5
6511,6511,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 03:00,5
6512,6512,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 04:00,3
6513,6513,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 05:00,0.5
6514,6514,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 06:00,3
6515,6515,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 07:00,5
6516,6516,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 08:00,13.5
6517,6517,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 09:00,9.5
6518,6518,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 10:00,7
6519,6519,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 11:00,12.5
6520,6520,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,11-07-2023 12:00,10.5
6521,6521,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 00:00,4.5
6522,6522,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 01:00,1.5
6523,6523,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 02:00,1.5
6524,6524,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 03:00,1.5
6525,6525,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 04:00,0.5
6526,6526,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 05:00,1.5
6527,6527,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 06:00,3.5
6528,6528,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 07:00,10
6529,6529,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 08:00,6.5
6530,6530,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 09:00,13
6531,6531,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 10:00,14
6532,6532,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 11:00,9.5
6533,6533,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 12:00,9.5
6534,6534,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 13:00,11
6535,6535,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 14:00,11.5
6536,6536,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 15:00,7
6537,6537,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 16:00,3
6538,6538,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 18:00,0.5
6539,6539,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 19:00,1.5
6540,6540,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 20:00,5.5
6541,6541,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 21:00,9.5
6542,6542,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 22:00,6
6543,6543,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,12-07-2023 23:00,1.5
6544,6544,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,13-07-2023 00:00,4.5
6545,6545,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,13-07-2023 01:00,2.5
6546,6546,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,13-07-2023 02:00,3
6547,6547,BILLE,CWC,12,Arunachal Pradesh,243,WEST SIANG,DARING,-,-,Brahmaputra,Brahmaputra,Siang,Siyum,-,Siyum,28.45861111,94.68416667,13-07-2023 03:00,6.5
