_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
17324,17324,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 14:00,0.5
17325,17325,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 15:00,1.5
17326,17326,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 17:00,1.5
17327,17327,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 18:00,2
17328,17328,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 19:00,2
17329,17329,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 20:00,2
17330,17330,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,10-07-2024 23:00,2.5
17331,17331,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 00:00,2.5
17332,17332,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 02:00,2.5
17333,17333,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 03:00,0.5
17334,17334,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 04:00,0.5
17335,17335,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 05:00,0.5
17336,17336,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 07:00,0.5
17337,17337,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 08:00,1
17338,17338,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 09:00,0.5
17339,17339,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 10:00,1
17340,17340,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 12:00,1.5
17341,17341,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 13:00,0.5
17342,17342,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 14:00,1.5
17343,17343,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 16:00,1.5
17344,17344,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 18:00,0.5
17345,17345,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 22:00,2.5
17346,17346,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,11-07-2024 23:00,2.5
17347,17347,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 07:00,0.5
17348,17348,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 10:00,7.5
17349,17349,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 14:00,0.5
17350,17350,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 16:00,1
17351,17351,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 19:00,0.5
17352,17352,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 20:00,1.5
17353,17353,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,12-07-2024 23:00,2
17354,17354,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 00:00,2
17355,17355,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 08:00,0.5
17356,17356,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 10:00,0.5
17357,17357,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 13:00,0.5
17358,17358,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 16:00,0.5
17359,17359,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 18:00,160
17360,17360,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 20:00,0.5
17361,17361,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 21:00,1
17362,17362,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,13-07-2024 22:00,1
17363,17363,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 00:00,1
17364,17364,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 01:00,1
17365,17365,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 02:00,1
17366,17366,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 07:00,0.5
17367,17367,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 08:00,0.5
17368,17368,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 11:00,0.5
17369,17369,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 14:00,0.5
17370,17370,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 16:00,0.5
17371,17371,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 18:00,0.5
17372,17372,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 20:00,0.5
17373,17373,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,14-07-2024 21:00,1
17374,17374,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 01:00,1.5
17375,17375,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 02:00,1.5
17376,17376,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 09:00,0.5
17377,17377,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 10:00,0.5
17378,17378,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 12:00,0.5
17379,17379,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 13:00,0.5
17380,17380,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 15:00,1
17381,17381,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 17:00,1
17382,17382,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 20:00,1.5
17383,17383,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,15-07-2024 21:00,1.5
17384,17384,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,16-07-2024 00:00,2
17385,17385,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,16-07-2024 01:00,2
17386,17386,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,16-07-2024 02:00,2
17387,17387,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,16-07-2024 07:00,0.5
17388,17388,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,16-07-2024 09:00,0.5
17389,17389,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,16-07-2024 11:00,0.5
17390,17390,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,17-07-2024 23:00,2
17391,17391,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,18-07-2024 01:00,2.5
17392,17392,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,18-07-2024 02:00,2.5
17393,17393,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,18-07-2024 05:00,0.5
17394,17394,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,18-07-2024 06:00,0.5
17395,17395,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,18-07-2024 09:00,0.5
17396,17396,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,19-07-2024 06:00,0.5
17397,17397,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,19-07-2024 08:00,0.5
17398,17398,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,19-07-2024 23:00,1.5
17399,17399,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,20-07-2024 01:00,1.5
17400,17400,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,20-07-2024 03:00,0.5
17401,17401,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,20-07-2024 04:00,0.5
17402,17402,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,21-07-2024 23:00,1.5
17403,17403,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 01:00,2
17404,17404,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 02:00,2
17405,17405,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 06:00,0.5
17406,17406,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 07:00,0.5
17407,17407,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 08:00,0.5
17408,17408,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 09:00,0.5
17409,17409,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 11:00,0.5
17410,17410,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 14:00,0.5
17411,17411,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 16:00,1
17412,17412,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 17:00,1.5
17413,17413,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 18:00,0.5
17414,17414,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 21:00,2
17415,17415,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,22-07-2024 23:00,0.5
17416,17416,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 00:00,2.5
17417,17417,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 02:00,0.5
17418,17418,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 06:00,0.5
17419,17419,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 07:00,0.5
17420,17420,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 09:00,0.5
17421,17421,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 10:00,0.5
17422,17422,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 13:00,0.5
17423,17423,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 17:00,1
17424,17424,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 18:00,1
17425,17425,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,23-07-2024 19:00,1
17426,17426,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 06:00,0.5
17427,17427,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 08:00,0.5
17428,17428,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 09:00,0.5
17429,17429,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 10:00,0.5
17430,17430,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 11:00,0.5
17431,17431,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 14:00,0.5
17432,17432,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 16:00,1
17433,17433,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 17:00,1
17434,17434,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 18:00,1
17435,17435,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 21:00,1.5
17436,17436,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,24-07-2024 23:00,1.5
17437,17437,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 01:00,2
17438,17438,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 06:00,0.5
17439,17439,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 09:00,0.5
17440,17440,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 12:00,0.5
17441,17441,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 13:00,0.5
17442,17442,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 14:00,0.5
17443,17443,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 19:00,0.5
17444,17444,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 21:00,1.5
17445,17445,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,25-07-2024 23:00,0.5
17446,17446,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,26-07-2024 00:00,2.5
17447,17447,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,26-07-2024 01:00,0.5
17448,17448,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 05:00,0.5
17449,17449,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 06:00,0.5
17450,17450,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 07:00,0.5
17451,17451,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 08:00,0.5
17452,17452,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 09:00,0.5
17453,17453,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 10:00,0.5
17454,17454,Seppa,CWC,12,Arunachal Pradesh,231,EAST KAMENG,SEPPA,-,-,Brahmaputra,Brahmaputra,Kamang,-,-,Kamang,27.35861111,93.03972222,04-08-2024 11:00,0.5
